study_id,pubmed_id
39908192,39908192.0
39899368,39899368.0
39895858,39895858.0
39891564,39891564.0
39889566,39889566.0
39887551,39887551.0
39886463,39886463.0
39882198,39882198.0
39876682,39876682.0
39853300,39853300.0
39847068,39847068.0
39839135,39839135.0
39838235,39838235.0
39834311,39834311.0
39834135,39834135.0
39832734,39832734.0
39829391,39829391.0
39823947,39823947.0
39823496,39823496.0
39821493,39821493.0
39812743,39812743.0
39810448,39810448.0
39086732,39086732.0
39802794,39802794.0
39792340,39792340.0
39788410,39788410.0
39787428,39787428.0
39775022,39775022.0
39774840,39774840.0
39773202,39773202.0
39764567,39764567.0
39763417,39763417.0
39754904,39754904.0
39741446,39741446.0
39741440,39741440.0
39741437,39741437.0
39741155,39741155.0
39702577,39702577.0
39732947,39732947.0
39719633,39719633.0
39713770,39713770.0
39706482,39706482.0
39706223,39706223.0
39688236,39688236.0
39675677,39675677.0
39674325,39674325.0
39672260,39672260.0
39670342,39670342.0
39655749,39655749.0
39654264,39654264.0
39653344,39653344.0
39642450,39642450.0
39641126,39641126.0
39636638,39636638.0
39631703,39631703.0
39628414,39628414.0
39627679,39627679.0
39614620,39614620.0
39613915,39613915.0
39611487,39611487.0
39609659,39609659.0
39608193,39608193.0
39592887,39592887.0
39592825,39592825.0
39587436,39587436.0
39581291,39581291.0
39576028,39576028.0
39564613,39564613.0
39560018,39560018.0
39556562,39556562.0
39549887,39549887.0
39546312,39546312.0
39529994,39529994.0
39532819,39532819.0
39531488,39531488.0
39522447,39522447.0
39514643,39514643.0
39506378,39506378.0
39326589,39326589.0
39503404,39503404.0
39499526,39499526.0
39480198,39480198.0
39468512,39468512.0
39467856,39467856.0
39447981,39447981.0
39446753,39446753.0
39441085,39441085.0
39428872,39428872.0
39427449,39427449.0
39397094,39397094.0
39389119,39389119.0
39382685,39382685.0
39381877,39381877.0
39376971,39376971.0
39372842,39372842.0
39365203,39365203.0
39364380,39364380.0
39354706,39354706.0
39349427,39349427.0
39343309,39343309.0
39342105,39342105.0
39341294,39341294.0
39340637,39340637.0
39340164,39340164.0
39332580,39332580.0
39318021,39318021.0
39311825,39311825.0
39308443,39308443.0
39302087,39302087.0
39301949,39301949.0
39301810,39301810.0
39282928,39282928.0
39262902,39262902.0
39261671,39261671.0
39260823,39260823.0
39252913,39252913.0
39251080,39251080.0
39235512,39235512.0
39231959,39231959.0
39230883,39230883.0
39226935,39226935.0
39223855,39223855.0
39222174,39222174.0
39218315,39218315.0
39214377,39214377.0
39210712,39210712.0
39207673,39207673.0
39199520,39199520.0
39193583,39193583.0
39184713,39184713.0
39182140,39182140.0
39179638,39179638.0
39165942,39165942.0
39160473,39160473.0
39156335,39156335.0
39135498,39135498.0
39135496,39135496.0
39132012,39132012.0
39128167,39128167.0
39116153,39116153.0
39111088,39111088.0
39107286,39107286.0
39078038,39078038.0
39071471,39071471.0
39068714,39068714.0
39054328,39054328.0
39050106,39050106.0
39009578,39009578.0
39028544,39028544.0
39026266,39026266.0
39020167,39020167.0
39019922,39019922.0
39018703,39018703.0
38994348,38994348.0
38988455,38988455.0
38982828,38982828.0
38979507,38979507.0
38971895,38971895.0
38969374,38969374.0
38957734,38957734.0
38956594,38956594.0
38942147,38942147.0
38925307,38925307.0
38922637,38922637.0
38917771,38917771.0
38916891,38916891.0
38914860,38914860.0
38901389,38901389.0
38896930,38896930.0
38888164,38888164.0
38883812,38883812.0
38865906,38865906.0
38863284,38863284.0
38862674,38862674.0
38858391,38858391.0
38850581,38850581.0
38849859,38849859.0
38849218,38849218.0
38780800,38780800.0
38842300,38842300.0
38834540,38834540.0
38820851,38820851.0
38820373,38820373.0
38773523,38773523.0
38814267,38814267.0
38810787,38810787.0
38808490,38808490.0
38795698,38795698.0
38772940,38772940.0
38771189,38771189.0
38755245,38755245.0
38753585,38753585.0
38750191,38750191.0
38744161,38744161.0
38729297,38729297.0
38722197,38722197.0
38714931,38714931.0
38710325,38710325.0
38696221,38696221.0
38692731,38692731.0
38692686,38692686.0
38688118,38688118.0
38687857,38687857.0
38683460,38683460.0
38658886,38658886.0
38658877,38658877.0
38654146,38654146.0
38653350,38653350.0
38642447,38642447.0
38637983,38637983.0
38636712,38636712.0
38632313,38632313.0
38629811,38629811.0
38615429,38615429.0
38626643,38626643.0
38622150,38622150.0
38618282,38618282.0
38616411,38616411.0
38497863,38497863.0
38605658,38605658.0
38598236,38598236.0
38588855,38588855.0
38581739,38581739.0
38573154,38573154.0
38570038,38570038.0
38562294,38562294.0
38557430,38557430.0
38554563,38554563.0
38539636,38539636.0
38537759,38537759.0
38531905,38531905.0
38523183,38523183.0
38522166,38522166.0
38522144,38522144.0
38520045,38520045.0
38518270,38518270.0
38518268,38518268.0
38518267,38518267.0
38498317,38498317.0
38496341,38496341.0
40656108,40656108.0
38485474,38485474.0
38483940,38483940.0
38479192,38479192.0
38472415,38472415.0
38464275,38464275.0
38446480,38446480.0
38430614,38430614.0
38428531,38428531.0
38426002,38426002.0
38423367,38423367.0
38408742,38408742.0
38402253,38402253.0
38389788,38389788.0
38382237,38382237.0
38378088,38378088.0
38377244,38377244.0
38372190,38372190.0
38363085,38363085.0
38359838,38359838.0
38347582,38347582.0
38341606,38341606.0
38340111,38340111.0
38326446,38326446.0
38326357,38326357.0
38326104,38326104.0
38317077,38317077.0
38316896,38316896.0
38311367,38311367.0
38311046,38311046.0
38310748,38310748.0
38302067,38302067.0
38293803,38293803.0
38287453,38287453.0
38287172,38287172.0
38286233,38286233.0
38279662,38279662.0
38279085,38279085.0
38274414,38274414.0
38272875,38272875.0
38247407,38247407.0
38266928,38266928.0
38264636,38264636.0
38264632,38264632.0
38262735,38262735.0
38244804,38244804.0
38243266,38243266.0
38240068,38240068.0
38238974,38238974.0
38185235,38185235.0
38228068,38228068.0
38225795,38225795.0
38224070,38224070.0
38214686,38214686.0
38211748,38211748.0
38206011,38206011.0
38200438,38200438.0
38199421,38199421.0
38198456,38198456.0
38194244,38194244.0
38188539,38188539.0
38182784,38182784.0
38179107,38179107.0
40046864,40046864.0
40046861,40046861.0
40656968,40656968.0
40046570,40046570.0
40046569,40046569.0
40224581,40224581.0
40047007,40047007.0
40656221,40656221.0
40656230,40656230.0
38235248,38235248.0
